"claim_amount","age","kids_driven","homekids","years_on_job","income","parent","home_value","marriage_status","gender","education","occupation","travel_time","car_use","bluebook","total_insurable_value","car_type","red_car","old_claim","claim_frequency","revoked","mvr_points","car_age","claim_flag","urbanicity"
3183,41,0,2,13,35256,"No",159003,"Yes","F","High School","Clerical",59,"Private",11010,1,"SUV","no",3603,1,"No",3,6,1,"Highly Urban/ Urban"
4276,59,2,2,15,134778,"No",404248,"Yes","M","Masters","Manager",41,"Commercial",26910,1,"Panel Truck","yes",0,0,"No",3,16,1,"Highly Urban/ Urban"
6050,42,0,3,17,24865,"No",152293,"Yes","F","<High School","Blue Collar",35,"Private",8580,1,"SUV","no",1143,1,"No",4,7,1,"Highly Urban/ Urban"
1398,32,0,1,8,8659,"Yes",0,"No","F","High School","Home Maker",43,"Private",14460,1,"SUV","no",31073,1,"Yes",0,1,1,"Highly Urban/ Urban"
3225,22,0,1,10,20646,"Yes",0,"No","M","Bachelors","Clerical",68,"Private",5760,7,"Minivan","yes",3409,2,"No",11,10,1,"Highly Urban/ Urban"
6188,23,0,3,6,5822,"Yes",0,"No","F","Masters","",11,"Private",4380,6,"SUV","no",11027,3,"No",8,16,1,"Highly Urban/ Urban"
2132,60,0,2,19,29176,"No",167334,"Yes","M","<High School","Clerical",51,"Commercial",17790,11,"Van","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
4961,44,0,2,14,20676,"No",148332,"Yes","F","High School","Professional",51,"Private",3570,1,"SUV","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
3568,43,0,0,0,0,"No",0,"No","M","High School","Student",19,"Commercial",13890,1,"Minivan","yes",1501,1,"No",1,4,1,"Highly Urban/ Urban"
3501,42,2,3,15,96537,"No",306515,"Yes","M","PhD","Lawyer",39,"Private",15350,3,"Minivan","yes",5734,1,"No",0,1,1,"Highly Urban/ Urban"
2793,49,0,0,11,214189,"No",0,"No","M","PhD","",17,"Commercial",18350,3,"Van","yes",4004,1,"No",0,12,1,"Highly Urban/ Urban"
1748,52,0,0,14,63482,"No",226408,"Yes","M","Masters","",51,"Commercial",17280,6,"Van","yes",0,0,"No",4,18,1,"Highly Urban/ Urban"
755,30,0,0,10,27803,"No",0,"No","F","High School","Clerical",41,"Private",4500,1,"SUV","no",6351,4,"No",0,8,1,"Highly Urban/ Urban"
1205,41,2,3,8,88887,"Yes",265793,"No","F","High School","Blue Collar",31,"Commercial",30190,10,"SUV","no",0,0,"Yes",1,8,1,"Highly Urban/ Urban"
39672,37,0,2,12,46661,"Yes",164362,"No","F","High School","Blue Collar",26,"Commercial",15120,3,"SUV","no",2977,3,"No",8,1,1,"Highly Urban/ Urban"
3292,60,1,2,12,44830,"Yes",187429,"No","M","High School","Professional",35,"Private",20040,4,"Minivan","yes",6456,3,"No",1,8,1,"Highly Urban/ Urban"
3091,45,0,3,15,12158,"Yes",0,"No","F","<High School","Clerical",22,"Private",22410,3,"Minivan","no",3636,1,"No",5,1,1,"Highly Urban/ Urban"
6801,47,0,0,14,19483,"No",81685,"Yes","M","High School","Clerical",54,"Private",9150,4,"Pickup","no",20115,1,"Yes",6,3,1,"Highly Urban/ Urban"
44916,16,0,0,10,50100,"No",158926,"No","M","High School","Blue Collar",41,"Commercial",19430,1,"Van","yes",0,0,"No",2,7,1,"Highly Urban/ Urban"
3158,33,0,4,14,21746,"No",124207,"Yes","F","<High School","Blue Collar",41,"Private",15050,1,"SUV","no",3246,2,"No",1,2,1,"Highly Urban/ Urban"
4052,49,0,0,0,0,"No",0,"Yes","M","<High School","Student",23,"Commercial",11610,10,"Pickup","no",3996,1,"No",5,1,1,"Highly Urban/ Urban"
1145,52,0,0,10,43546,"No",0,"No","M","<High School","Blue Collar",46,"Private",6700,1,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
5064,38,0,3,17,77830,"No",157793,"Yes","F","High School","Blue Collar",58,"Commercial",8030,3,"SUV","no",9937,3,"No",0,11,1,"Highly Urban/ Urban"
2557,36,0,1,13,39811,"No",139551,"Yes","F","High School","Blue Collar",22,"Commercial",16260,4,"SUV","no",3416,4,"No",3,4,1,"Highly Urban/ Urban"
2474,39,0,3,12,69394,"Yes",0,"No","F","PhD","Lawyer",52,"Private",9720,1,"SUV","no",0,0,"Yes",0,13,1,"Highly Urban/ Urban"
4847,42,0,0,11,73762,"No",262869,"Yes","F","High School","Blue Collar",53,"Commercial",27210,7,"SUV","no",1372,2,"No",4,1,1,"Highly Urban/ Urban"
6325,55,0,0,10,42680,"No",205108,"Yes","M","Bachelors","Blue Collar",25,"Commercial",25430,21,"Panel Truck","no",4564,3,"No",0,8,1,"Highly Urban/ Urban"
5374,27,0,3,12,78418,"Yes",224245,"No","F","High School","Professional",5,"Private",21860,1,"SUV","no",4740,3,"No",0,8,1,"Highly Urban/ Urban"
4032,27,0,1,11,118870,"Yes",0,"No","M","Masters","",33,"Private",32880,6,"Minivan","yes",7861,2,"No",0,16,1,"Highly Urban/ Urban"
1870,48,0,0,14,64798,"No",231016,"Yes","F","High School","Blue Collar",37,"Commercial",12780,1,"SUV","no",5244,1,"No",5,10,1,"Highly Urban/ Urban"
2478,58,0,0,13,84376,"No",279277,"Yes","M","Masters","",30,"Commercial",22620,6,"Panel Truck","yes",4497,3,"No",7,12,1,"Highly Urban/ Urban"
5250,52,0,0,9,87455,"No",247728,"Yes","F","Bachelors","Professional",11,"Private",26010,7,"Minivan","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
5157,49,0,0,0,0,"No",0,"Yes","M","High School","Student",28,"Commercial",14900,1,"Minivan","no",0,0,"Yes",2,11,1,"Highly Urban/ Urban"
1858,27,0,1,10,20972,"Yes",0,"No","F","Bachelors","Student",28,"Commercial",6640,15,"Sports Car","no",7186,3,"No",2,8,1,"Highly Urban/ Urban"
2298,33,0,0,5,12067,"No",119691,"Yes","F","<High School","Clerical",19,"Private",3870,6,"SUV","no",3608,4,"No",5,1,1,"Highly Urban/ Urban"
3663,34,0,0,9,15363,"No",0,"No","M","<High School","Blue Collar",27,"Commercial",18660,1,"Van","yes",0,0,"Yes",3,1,1,"Highly Urban/ Urban"
4390,60,0,0,15,1007,"No",0,"Yes","F","Bachelors","Student",24,"Private",10800,6,"SUV","no",7378,1,"No",4,4,1,"Highly Urban/ Urban"
4412,35,0,0,9,46255,"No",0,"No","M","High School","Manager",37,"Commercial",21180,4,"Van","no",8194,2,"No",2,1,1,"Highly Urban/ Urban"
6315,47,0,0,14,52891,"No",232693,"Yes","F","High School","Blue Collar",44,"Commercial",6200,1,"SUV","no",8352,2,"No",10,10,1,"Highly Urban/ Urban"
4905,45,2,2,10,75209,"Yes",0,"No","M","Masters","Lawyer",37,"Private",15480,1,"Minivan","yes",0,0,"No",5,14,1,"Highly Urban/ Urban"
2856,61,0,0,3,23111,"No",198141,"No","F","High School","Clerical",40,"Private",11380,1,"Sports Car","no",0,0,"No",5,1,1,"Highly Urban/ Urban"
7865,43,3,4,10,71905,"Yes",191685,"No","F","High School","Blue Collar",19,"Commercial",19810,10,"Pickup","no",0,0,"Yes",1,8,1,"Highly Urban/ Urban"
1718,32,0,4,0,0,"Yes",0,"No","F","High School","Student",15,"Commercial",20430,4,"Sports Car","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
2357,32,0,2,11,21357,"Yes",0,"No","M","<High School","Clerical",48,"Private",3640,3,"Minivan","yes",8037,2,"No",7,1,1,"Highly Urban/ Urban"
5900,41,0,0,13,57615,"No",181310,"Yes","M","Bachelors","Blue Collar",37,"Commercial",11360,1,"Pickup","yes",0,0,"No",6,9,1,"Highly Urban/ Urban"
3642,45,1,2,8,48819,"No",198108,"Yes","F","Bachelors","Blue Collar",17,"Commercial",19880,1,"Sports Car","no",0,0,"Yes",0,13,1,"Highly Urban/ Urban"
3625,41,1,1,13,94116,"Yes",263819,"No","M","Masters","Professional",18,"Commercial",24650,15,"Panel Truck","no",0,0,"No",3,14,1,"Highly Urban/ Urban"
3752,57,0,3,19,95811,"Yes",0,"No","M","Masters","",29,"Commercial",21100,1,"Van","yes",0,0,"No",2,17,1,"Highly Urban/ Urban"
45987,45,0,0,14,35403,"No",184059,"Yes","F","<High School","Blue Collar",44,"Private",9540,10,"SUV","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
878,47,0,0,11,85729,"No",254068,"Yes","F","Bachelors","Professional",33,"Private",10550,4,"SUV","no",6730,2,"No",0,16,1,"Highly Urban/ Urban"
7628,39,2,2,13,25444,"Yes",0,"No","M","High School","Clerical",5,"Commercial",11950,10,"Pickup","no",0,0,"No",5,1,1,"Highly Urban/ Urban"
4036,31,0,1,3,19230,"Yes",0,"No","F","Bachelors","Student",31,"Commercial",18250,6,"SUV","no",2039,2,"No",1,9,1,"Highly Urban/ Urban"
6892,50,0,0,0,0,"No",61314,"Yes","F","Bachelors","Home Maker",35,"Private",18050,10,"SUV","no",3485,1,"No",0,12,1,"Highly Urban/ Urban"
5059,34,0,3,15,42284,"Yes",0,"No","F","High School","Blue Collar",37,"Commercial",9130,4,"SUV","no",3922,1,"No",0,7,1,"Highly Urban/ Urban"
991,43,3,3,0,0,"No",0,"Yes","M","High School","Student",47,"Private",5800,3,"Pickup","yes",5820,3,"No",6,1,1,"Highly Urban/ Urban"
5579,41,2,2,9,93150,"Yes",274760,"No","M","High School","Manager",49,"Commercial",10810,4,"Pickup","no",6985,1,"No",2,1,1,"Highly Urban/ Urban"
4080,40,0,0,12,37128,"No",175125,"Yes","M","High School","Professional",52,"Private",14620,6,"Minivan","no",4728,3,"No",0,8,1,"Highly Urban/ Urban"
5674,40,0,2,10,50700,"Yes",0,"No","F","High School","Blue Collar",15,"Commercial",10570,17,"SUV","no",0,0,"No",0,6,1,"Highly Urban/ Urban"
2240,44,0,3,11,70452,"Yes",0,"No","F","High School","Clerical",33,"Private",12950,1,"SUV","no",0,0,"Yes",3,1,1,"Highly Urban/ Urban"
4104,60,0,0,12,249589,"No",559258,"No","F","PhD","",41,"Commercial",62240,3,"Panel Truck","no",0,0,"No",0,14,1,"Highly Urban/ Urban"
4522,35,0,2,13,58228,"Yes",0,"No","F","High School","Professional",30,"Private",12460,4,"Minivan","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
7205,40,0,3,14,18886,"No",148097,"Yes","F","<High School","Home Maker",26,"Private",7390,11,"Sports Car","no",0,0,"No",2,6,1,"Highly Urban/ Urban"
2870,57,0,2,17,76123,"No",287747,"Yes","F","High School","Blue Collar",28,"Commercial",14810,1,"SUV","no",0,0,"Yes",0,8,1,"Highly Urban/ Urban"
4447,61,0,0,9,59563,"No",233352,"Yes","M","Bachelors","Professional",18,"Private",9470,6,"SUV","yes",35070,2,"Yes",0,11,1,"Highly Urban/ Urban"
1937,51,0,0,11,52967,"No",0,"No","F","High School","Blue Collar",11,"Commercial",11900,7,"SUV","no",0,0,"Yes",1,1,1,"Highly Urban/ Urban"
4431,49,0,0,14,116587,"No",319596,"Yes","F","Bachelors","Blue Collar",45,"Commercial",30520,1,"Pickup","no",8514,1,"No",6,12,1,"Highly Urban/ Urban"
2040,42,1,1,11,52898,"Yes",0,"No","M","High School","Blue Collar",19,"Commercial",26620,1,"Panel Truck","yes",3950,3,"No",6,1,1,"Highly Urban/ Urban"
6570,43,0,0,13,67891,"No",199571,"Yes","F","Masters","Manager",22,"Private",8290,1,"SUV","no",0,0,"No",0,8,1,"Highly Urban/ Urban"
3040,44,0,0,5,51172,"No",177812,"Yes","F","Bachelors","Professional",52,"Private",14870,7,"SUV","no",5817,2,"No",2,9,1,"Highly Urban/ Urban"
6295,41,0,1,12,46874,"Yes",0,"No","F","Bachelors","Professional",51,"Commercial",23560,1,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
14604,46,0,0,12,6576,"No",144646,"Yes","F","High School","Home Maker",48,"Private",24930,1,"Pickup","no",23060,1,"Yes",6,1,1,"Highly Urban/ Urban"
2932,37,0,0,11,27509,"No",0,"No","M","<High School","Blue Collar",38,"Commercial",22610,10,"Panel Truck","no",812,1,"No",10,1,1,"Highly Urban/ Urban"
2974,34,0,0,0,0,"No",121949,"No","F","Bachelors","Home Maker",66,"Private",6010,6,"SUV","no",6682,3,"No",2,9,1,"Highly Urban/ Urban"
3531,46,0,0,8,35995,"No",0,"No","M","Masters","Professional",58,"Commercial",5100,1,"Pickup","no",0,0,"Yes",0,12,1,"Highly Urban/ Urban"
3373,24,0,1,10,5427,"No",0,"Yes","M","High School","Student",23,"Commercial",24630,7,"Panel Truck","yes",24546,1,"Yes",11,5,1,"Highly Urban/ Urban"
3604,63,0,0,0,0,"No",111129,"Yes","F","PhD","Home Maker",33,"Private",7800,6,"Sports Car","no",6181,2,"No",1,15,1,"Highly Urban/ Urban"
4496,49,0,0,11,99488,"No",0,"No","M","Masters","Lawyer",56,"Private",16350,3,"Van","no",8692,2,"No",11,16,1,"Highly Urban/ Urban"
3269,33,0,0,10,34682,"No",183265,"No","F","High School","Blue Collar",22,"Private",6380,3,"Sports Car","no",1564,2,"No",0,10,1,"Highly Urban/ Urban"
4566,38,0,0,10,59578,"No",0,"No","M","Bachelors","Blue Collar",51,"Commercial",11260,4,"Pickup","yes",5436,3,"No",0,10,1,"Highly Urban/ Urban"
2956,45,0,0,0,0,"No",108137,"Yes","F","High School","Home Maker",50,"Private",12140,1,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2432,64,0,0,5,46598,"No",180231,"No","F","Masters","Lawyer",27,"Private",12560,4,"Sports Car","no",0,0,"No",3,1,1,"Highly Urban/ Urban"
5899,43,0,0,0,0,"No",76613,"No","F","<High School","Home Maker",45,"Private",5800,7,"SUV","no",0,0,"No",0,1,1,"Highly Rural/ Rural"
2392,43,3,4,13,42554,"Yes",0,"No","F","<High School","Clerical",22,"Private",10060,6,"SUV","no",27746,4,"Yes",2,7,1,"Highly Urban/ Urban"
3127,48,0,0,11,106668,"No",247751,"Yes","M","Bachelors","Professional",29,"Private",16970,8,"Van","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
868,38,0,0,0,0,"No",0,"No","M","Bachelors","Home Maker",75,"Commercial",6570,4,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2136,31,0,1,7,3594,"No",0,"Yes","M","High School","Student",26,"Commercial",4960,7,"Pickup","yes",0,0,"Yes",0,8,1,"Highly Urban/ Urban"
663,40,2,2,14,58000,"No",244016,"Yes","F","Bachelors","Clerical",31,"Private",15150,14,"SUV","no",1190,2,"No",0,1,1,"Highly Urban/ Urban"
3361,47,0,0,10,52412,"No",0,"No","M","<High School","Blue Collar",5,"Commercial",20110,1,"Van","no",1455,3,"Yes",0,1,1,"Highly Urban/ Urban"
2885,32,0,0,0,0,"No",0,"No","F","Masters","Home Maker",49,"Private",12790,13,"Minivan","no",4514,4,"No",9,18,1,"Highly Urban/ Urban"
1026,32,0,2,10,27053,"Yes",137180,"No","M","<High School","Blue Collar",10,"Private",4210,1,"Minivan","no",0,0,"No",5,5,1,"Highly Urban/ Urban"
1452,43,0,3,0,0,"No",0,"Yes","F","High School","Student",24,"Commercial",5800,13,"Sports Car","no",8566,2,"No",6,1,1,"Highly Urban/ Urban"
3318,60,0,0,17,38391,"No",137071,"Yes","F","High School","Blue Collar",47,"Commercial",5340,6,"SUV","no",7108,2,"No",3,1,1,"Highly Urban/ Urban"
8748,35,0,1,13,22021,"Yes",0,"No","F","High School","Clerical",10,"Private",14360,4,"SUV","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
3965,57,0,1,14,18775,"No",182712,"Yes","F","Masters","Home Maker",68,"Private",9080,1,"Sports Car","no",10842,2,"No",4,14,1,"Highly Rural/ Rural"
3535,36,0,0,11,158,"No",0,"Yes","M","High School","Student",33,"Commercial",10510,6,"Pickup","yes",38190,2,"Yes",7,12,1,"Highly Urban/ Urban"
1646,55,0,0,12,26088,"No",0,"No","M","<High School","Blue Collar",40,"Private",5220,7,"Pickup","yes",2158,3,"No",2,6,1,"Highly Urban/ Urban"
5261,48,0,0,12,13023,"No",154122,"Yes","F","<High School","Clerical",37,"Private",9550,1,"Sports Car","no",7000,1,"No",1,8,1,"Highly Urban/ Urban"
2265,36,0,1,9,72167,"Yes",0,"No","M","Bachelors","Professional",24,"Commercial",18550,1,"Van","yes",725,2,"No",4,14,1,"Highly Urban/ Urban"
3265,46,0,0,10,21534,"No",90467,"No","F","<High School","Blue Collar",27,"Private",24360,1,"SUV","no",32589,1,"Yes",3,1,1,"Highly Urban/ Urban"
5457,38,0,4,14,40248,"No",166402,"Yes","M","High School","Blue Collar",42,"Commercial",20280,1,"Van","no",4162,3,"No",7,9,1,"Highly Urban/ Urban"
6228,50,0,0,13,35097,"No",159912,"No","F","<High School","Clerical",21,"Private",15690,1,"Sports Car","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
4685,39,0,0,8,28924,"No",140957,"Yes","M","<High School","Clerical",26,"Commercial",28000,7,"Panel Truck","yes",0,0,"No",1,6,1,"Highly Urban/ Urban"
539,37,0,3,14,40924,"Yes",203314,"No","M","High School","Blue Collar",12,"Commercial",9290,1,"Pickup","yes",4567,3,"No",0,1,1,"Highly Urban/ Urban"
4696,50,0,0,12,47991,"No",214996,"No","F","Bachelors","Blue Collar",53,"Commercial",11300,6,"SUV","no",2159,1,"No",0,9,1,"Highly Urban/ Urban"
2355,42,0,0,10,41293,"No",0,"No","F","High School","Clerical",48,"Private",5700,10,"SUV","no",0,0,"No",0,8,1,"Highly Urban/ Urban"
3065,41,0,0,6,9536,"No",0,"No","M","<High School","Blue Collar",30,"Private",6550,4,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
32203,46,0,0,7,50252,"No",182910,"Yes","M","Masters","",63,"Commercial",18050,7,"Van","yes",9351,2,"No",5,1,1,"Highly Urban/ Urban"
1280,42,1,1,12,14705,"Yes",97885,"No","F","High School","Home Maker",45,"Private",11020,4,"SUV","no",0,0,"No",0,5,1,"Highly Urban/ Urban"
3007,57,0,0,8,81767,"No",308350,"Yes","F","High School","Blue Collar",30,"Commercial",15570,4,"SUV","no",4734,2,"No",7,7,1,"Highly Urban/ Urban"
4539,25,0,1,9,71207,"No",202437,"Yes","M","Bachelors","Professional",19,"Commercial",23910,7,"Panel Truck","yes",548,2,"No",7,12,1,"Highly Urban/ Urban"
2727,59,1,2,14,27823,"No",161744,"Yes","F","Masters","Home Maker",49,"Private",3950,6,"SUV","no",0,0,"No",0,9,1,"Highly Rural/ Rural"
7893,38,0,1,17,14098,"No",60733,"Yes","F","<High School","Clerical",27,"Private",6710,10,"Sports Car","no",3545,2,"No",0,1,1,"Highly Urban/ Urban"
2078,46,0,0,7,60551,"No",0,"No","F","Bachelors","Professional",36,"Commercial",25850,1,"Pickup","no",1294,1,"No",0,10,1,"Highly Urban/ Urban"
6004,60,0,0,12,45038,"No",242566,"No","F","Bachelors","Professional",43,"Private",17980,3,"Minivan","no",0,0,"No",1,16,1,"Highly Urban/ Urban"
1901,37,0,0,12,38128,"No",139340,"Yes","F","High School","Blue Collar",51,"Commercial",23350,1,"SUV","no",0,0,"No",0,10,1,"Highly Rural/ Rural"
4324,32,0,1,12,93741,"Yes",0,"No","F","Bachelors","Blue Collar",40,"Commercial",14070,13,"SUV","no",3132,3,"Yes",3,8,1,"Highly Urban/ Urban"
2463,59,0,0,14,78271,"No",299574,"Yes","M","Bachelors","Professional",11,"Commercial",17560,6,"Van","no",0,0,"No",0,11,1,"Highly Urban/ Urban"
843,39,0,0,12,87416,"No",231934,"Yes","M","Bachelors","Blue Collar",30,"Commercial",18330,1,"Van","no",6690,2,"No",0,9,1,"Highly Urban/ Urban"
1294,45,1,3,10,15796,"No",145824,"Yes","F","<High School","Clerical",42,"Private",15860,1,"SUV","no",29536,2,"Yes",2,1,1,"Highly Urban/ Urban"
2895,63,0,2,13,63695,"Yes",0,"No","F","Masters","Manager",30,"Private",14170,3,"Sports Car","no",2629,1,"No",0,12,1,"Highly Urban/ Urban"
6889,39,0,2,7,12236,"No",92520,"Yes","F","High School","Home Maker",66,"Private",16320,1,"SUV","no",4352,3,"No",1,8,1,"Highly Urban/ Urban"
4193,48,0,0,12,59146,"No",239920,"No","F","Masters","Lawyer",45,"Private",20360,6,"SUV","no",6710,1,"No",0,16,1,"Highly Urban/ Urban"
6409,29,0,3,15,45828,"Yes",149103,"No","M","High School","Blue Collar",20,"Commercial",16420,10,"Minivan","no",8171,2,"No",0,10,1,"Highly Urban/ Urban"
3770,33,0,1,10,23953,"Yes",0,"No","F","High School","Clerical",39,"Private",7200,1,"Sports Car","no",1118,2,"No",7,8,1,"Highly Urban/ Urban"
2986,38,0,2,12,81024,"No",223678,"Yes","M","Masters","",31,"Commercial",21480,1,"Van","yes",0,0,"No",0,17,1,"Highly Urban/ Urban"
3357,33,0,3,10,28853,"No",181865,"Yes","F","High School","Clerical",19,"Private",4390,7,"SUV","no",11580,2,"Yes",0,1,1,"Highly Urban/ Urban"
6006,49,0,0,14,76778,"No",209440,"Yes","F","Bachelors","Home Maker",62,"Private",14080,6,"Sports Car","no",13397,1,"Yes",1,5,1,"Highly Urban/ Urban"
1698,55,0,0,15,86268,"No",274362,"Yes","M","Bachelors","Blue Collar",48,"Commercial",34310,6,"Panel Truck","no",4423,2,"No",0,12,1,"Highly Urban/ Urban"
6393,38,0,0,8,58530,"No",238054,"Yes","F","Bachelors","Blue Collar",21,"Commercial",16480,1,"Sports Car","no",2775,3,"No",7,1,1,"Highly Urban/ Urban"
3159,57,0,2,15,148443,"Yes",0,"No","F","Masters","Lawyer",40,"Private",18500,6,"Sports Car","no",7014,2,"No",4,11,1,"Highly Urban/ Urban"
5236,34,0,3,16,61220,"No",237329,"Yes","F","High School","Blue Collar",46,"Commercial",8090,8,"SUV","no",4402,2,"No",7,1,1,"Highly Urban/ Urban"
4410,35,0,2,0,0,"Yes",0,"No","F","<High School","Student",12,"Private",16010,4,"SUV","no",5118,2,"No",7,1,1,"Highly Urban/ Urban"
5686,45,0,0,13,44492,"No",0,"No","F","Masters","Lawyer",9,"Private",13540,1,"Minivan","no",10941,2,"No",4,20,1,"Highly Urban/ Urban"
3674,31,0,1,13,82762,"No",267537,"Yes","F","Bachelors","Manager",35,"Private",12880,1,"Minivan","no",0,0,"No",0,4,1,"Highly Urban/ Urban"
4045,52,0,0,0,0,"No",98396,"Yes","F","High School","Home Maker",22,"Private",12280,6,"SUV","no",7070,1,"No",0,10,1,"Highly Urban/ Urban"
13352,31,0,4,15,20555,"No",128048,"Yes","F","High School","Clerical",26,"Private",7760,9,"SUV","no",3327,2,"No",5,11,1,"Highly Urban/ Urban"
2944,53,0,0,12,44438,"No",172432,"No","M","High School","Blue Collar",43,"Commercial",34450,10,"Panel Truck","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
1022,26,0,2,14,10730,"No",0,"Yes","F","High School","Student",5,"Private",16150,11,"SUV","no",6135,2,"No",7,6,1,"Highly Urban/ Urban"
6074,35,0,0,13,40457,"No",0,"No","F","High School","Blue Collar",55,"Commercial",9050,13,"SUV","no",974,3,"No",7,6,1,"Highly Urban/ Urban"
2421,54,0,0,0,0,"No",98561,"Yes","F","Bachelors","Home Maker",29,"Private",17700,1,"SUV","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
2890,41,2,2,8,3604,"Yes",0,"No","M","High School","Student",53,"Commercial",10850,4,"Pickup","yes",5810,3,"Yes",0,8,1,"Highly Urban/ Urban"
1941,31,0,1,12,32381,"Yes",0,"No","F","High School","Blue Collar",25,"Commercial",16980,1,"Sports Car","no",4185,3,"No",1,1,1,"Highly Urban/ Urban"
4049,49,0,0,9,75772,"No",256898,"No","M","High School","Blue Collar",41,"Commercial",6400,7,"Pickup","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
4767,50,0,0,11,53210,"No",0,"No","M","High School","Blue Collar",33,"Commercial",23810,8,"Panel Truck","yes",19595,1,"Yes",10,8,1,"Highly Urban/ Urban"
6836,51,0,0,0,0,"No",0,"No","F","<High School","Student",23,"Private",6600,1,"SUV","no",27503,4,"Yes",1,1,1,"Highly Urban/ Urban"
4212,22,0,1,7,2214,"No",114501,"Yes","F","<High School","Home Maker",32,"Private",17470,13,"SUV","yes",9453,1,"No",6,1,1,"Highly Urban/ Urban"
3762,40,1,3,16,189555,"No",452019,"Yes","F","PhD","Doctor",35,"Private",1500,1,"SUV","no",0,0,"No",0,16,1,"Highly Urban/ Urban"
7783,37,0,2,14,14055,"No",0,"Yes","F","<High School","Student",55,"Private",9960,1,"SUV","no",0,0,"No",0,7,1,"Highly Rural/ Rural"
3090,29,0,0,7,11954,"No",0,"No","F","<High School","Clerical",16,"Private",10190,1,"SUV","no",0,0,"No",1,8,1,"Highly Urban/ Urban"
39104,58,0,0,13,102904,"No",0,"No","M","Masters","",47,"Commercial",30460,4,"Panel Truck","yes",5705,2,"No",0,18,1,"Highly Urban/ Urban"
2585,51,0,0,13,55727,"No",195859,"Yes","M","High School","Blue Collar",55,"Commercial",7250,8,"Pickup","yes",0,0,"No",1,6,1,"Highly Urban/ Urban"
5063,63,0,0,0,0,"No",111129,"Yes","F","PhD","Home Maker",33,"Private",24020,1,"SUV","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
5865,24,0,1,8,12871,"Yes",0,"No","M","Bachelors","Clerical",53,"Private",16500,13,"Minivan","yes",0,0,"No",0,6,1,"Highly Urban/ Urban"
7746,45,0,0,0,0,"No",98716,"Yes","F","High School","Student",34,"Private",6000,4,"SUV","no",29651,2,"Yes",8,7,1,"Highly Urban/ Urban"
1559,34,0,2,12,55353,"Yes",203703,"No","F","High School","Blue Collar",41,"Commercial",14090,13,"SUV","no",4519,1,"No",6,6,1,"Highly Urban/ Urban"
